N,P,K,temperature,humidity,ph,rainfall,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,label
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,23.16205187,3,11.57920146,0.763909874,414.9572079,3.562903107,6,6.262142767,51.31985891,rice
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,14.51048033,3,10.07585415,19.27090892,419.8428193,7.460449894,2,11.3465998,70.21030642,rice
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,13.53853965,1,9.153951849,17.43376305,399.2784064,7.792042021,6,13.83595601,59.36519076,rice
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,14.59236527,3,10.99423928,1.789767906,393.2001557,3.901738922,6,5.407176817,8.70053174,rice
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,14.69697351,1,10.09861248,16.10292342,425.2990992,9.347480668,5,18.36459059,10.44753609,rice
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,19.56912274,3,8.962662838,17.59924761,430.7068862,5.7807982,4,14.36741042,1.210089241,rice
70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,13.82585517,2,9.139950659,13.32771115,366.1557467,3.644763753,1,14.74598932,28.63624518,rice
76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,12.79855123,1,8.493220515,14.79314574,361.0209157,1.985335033,4,7.303002128,13.44538085,rice
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,16.95235142,1,10.01805039,14.27777481,401.1430305,4.525618118,3,11.81226411,47.84099194,rice
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,15.39395778,3,9.361882068,2.648310642,353.1164709,9.107231414,6,17.87947384,66.87910668,rice
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,10.30866123,1,7.191549351,8.510774775,401.4504766,1.241607294,4,7.322028073,23.52125626,rice
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,18.88068523,2,10.83176702,15.84430833,428.4283883,8.275411802,6,7.040859782,66.47197176,rice
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,23.365153,2,10.63083043,7.055707865,431.4379476,4.595950251,4,13.75751935,32.2914818,rice
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,18.82594598,2,10.80594637,1.568283991,426.8298893,2.775087902,5,15.47655842,41.72254046,rice
67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,26.4653712,3,9.14361398,14.54169247,392.1453114,9.76133822,2,7.149445704,31.22251249,rice
79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,28.47920875,1,9.982401859,16.82079657,352.6022203,6.496361728,6,11.31434753,85.20503231,rice
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,26.95845815,3,11.51302404,13.17162044,405.7932062,8.959053348,6,5.511130496,15.56057336,rice
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,12.69240526,1,10.10738665,16.37026304,378.8827879,5.711948512,5,14.3543844,30.00596365,rice
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,21.74293462,2,8.555142535,12.92163058,387.731186,3.05485295,2,15.38555483,22.1768394,rice
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,11.75158593,2,7.738664535,8.817489638,416.6140622,7.95050085,6,11.47911118,47.62393833,rice
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,16.51201015,3,10.91653777,2.841273671,391.0619312,2.62569313,3,7.382253534,81.30788104,rice
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,29.61540432,3,6.98451038,2.26160401,442.4042944,1.171969895,5,16.5694817,85.82209095,rice
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,25.61909631,1,7.693171089,9.809661027,417.5945282,5.675302325,4,18.79716621,20.12295687,rice
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,19.69262826,2,10.20137177,1.107988582,424.7263249,4.292831894,2,17.06814614,62.13732416,rice
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,11.8750269,2,9.966863661,1.393476354,359.4261704,1.329595616,2,7.407164229,74.64723653,rice
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,28.76161115,1,10.21202542,5.06783018,387.7424629,9.609900647,4,17.63028252,6.947564227,rice
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,16.74705514,1,11.32283935,3.009587967,365.8711172,2.357073293,2,7.020516362,99.31161834,rice
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,12.61255202,1,8.168906404,16.11139813,361.3941934,1.40043228,3,8.360750299,5.256702169,rice
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,28.29845444,2,9.381699484,17.49714909,371.3671498,1.978030142,5,17.25455607,12.7260354,rice
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,27.21901118,1,5.569152368,17.03331181,405.5040918,6.07004278,5,16.18598717,92.52934573,rice
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,17.88868382,2,8.449936908,10.59316154,388.4704743,3.940238366,1,5.183824358,79.06296966,rice
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,25.94992794,2,11.85680928,6.485574932,415.9530824,3.270701597,3,10.02693778,4.281976212,rice
91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,12.5065753,2,10.6717713,4.410430125,396.4712495,6.972058539,5,11.432462,45.20504157,rice
93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,28.25910002,1,6.378760463,18.90867635,352.4409811,7.699751399,2,16.21377419,83.04973571,rice
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,13.91157578,1,6.990586093,18.16217499,380.0805206,6.676822838,4,17.14131135,3.976145352,rice
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,10.66459661,3,10.30512372,1.980243795,383.2516615,5.786553038,2,12.46346703,21.71469306,rice
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,17.12287615,2,8.443883261,3.377293532,399.372514,2.710678978,4,14.85997325,89.47333636,rice
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,16.19447291,1,6.423891273,9.298748203,354.790996,4.388515721,3,7.985093996,33.91551511,rice
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,23.81684774,1,5.122433172,13.97593584,357.5823937,4.551065767,1,7.284444179,88.79185465,rice
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,27.74000908,2,5.429474149,7.130239309,449.1218921,9.145545239,5,7.411669392,69.62919255,rice
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,11.52306557,3,6.462053282,18.37165819,392.9445046,1.283512423,1,10.6425008,69.65347817,rice
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,14.77748236,1,6.996839173,14.83450265,388.5297715,2.054593533,3,15.94505351,5.211421653,rice
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,28.96831048,1,10.33915069,11.05668321,421.0235609,9.39300925,4,5.484538542,29.13715743,rice
71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,28.15611424,1,10.45766016,14.63514584,418.1292074,8.563344115,1,17.40310422,91.21045169,maize
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,20.07773569,1,10.28985964,12.84198823,365.4848925,8.453087186,1,14.25606549,15.84937292,maize
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,15.37434847,2,6.339511863,0.095734746,418.9747088,1.08282559,5,9.989453729,52.25777314,maize
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,27.03065827,2,6.344720978,16.29883251,409.4140462,5.081608308,3,7.358802371,52.05437488,maize
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,26.64690297,3,6.945164306,17.6680332,422.2249571,2.367882778,2,8.262650457,55.32698828,maize
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,16.91611572,3,9.282074793,5.541549681,427.2914501,7.960865246,3,10.35165178,63.23212381,maize
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,23.18737758,2,10.01862975,19.11508391,361.9329795,9.169777905,5,12.17747571,49.22027463,maize
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,23.96198765,3,7.974367761,12.40660051,375.0466957,6.035312524,4,13.4968606,62.61306468,maize
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,25.43969222,1,8.128670502,11.34243797,365.603628,8.104929797,3,5.778014622,73.55118792,maize
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,18.81080995,1,7.355747703,4.952370142,410.5604998,3.287584989,2,12.5503041,73.15099475,maize
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,18.35536638,3,9.938918604,10.70675035,394.4056602,3.243790608,4,13.10325264,31.93416462,maize
90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,15.47557541,3,11.28543692,13.77391153,366.4956707,1.034439939,5,8.319287109,45.22873453,maize
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,28.81810743,1,9.363113314,6.868265821,362.5184062,4.311333352,6,12.54936689,46.38213415,maize
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,16.51598934,3,9.54149215,5.342120631,411.5608583,3.699982789,2,8.480648426,4.178685434,maize
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,20.22015916,2,7.423576256,19.14571854,351.6591447,1.632583203,2,14.14616495,70.05089555,maize
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,29.56440922,2,11.19298514,6.478686876,357.8076384,1.17251688,5,8.07616062,88.47086463,maize
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,20.02109254,1,10.77222852,12.04576264,392.7139043,6.401624076,5,10.86753536,12.79989999,maize
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,29.56406578,1,9.571397394,12.4210206,395.6082094,4.87563866,5,13.67233402,34.75603919,maize
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,17.77730801,3,8.139861891,15.69418458,394.984592,6.419780586,5,17.54502485,25.57019969,maize
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,28.36188305,3,7.681525713,18.63277518,380.7963324,2.640846092,4,13.71699862,86.71488486,maize
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,25.08406623,1,10.39712399,15.48485448,386.8619028,6.71795463,5,9.154772074,94.91474203,maize
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,16.48383177,1,9.379188922,16.88292085,371.8112028,6.918472122,4,7.470003928,26.76354362,maize
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,10.55732789,3,10.83192583,17.98808005,364.6793402,5.316890645,6,5.201145336,83.78298077,maize
83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,20.70909764,1,9.89174412,0.002869983,435.2843445,9.290833683,4,18.19873966,57.89451147,maize
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,21.22619486,1,11.94740528,13.94758059,431.9805904,2.366770897,1,13.4117258,40.98109661,maize
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,26.55030087,1,11.91125547,12.72537471,417.6657457,8.410889148,2,9.752331184,72.02096614,maize
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,19.78396891,3,10.33504287,14.65783855,414.8819147,3.340256732,3,18.60038723,13.05997551,maize
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,13.36699853,2,5.212174171,0.435166968,393.0346069,4.107909746,6,15.23795742,9.183958155,maize
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,11.76691167,3,10.02693326,1.131060427,374.7561367,7.131052626,1,12.61737393,43.37352602,maize
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,20.70903959,1,11.92522922,0.787709812,402.9487954,1.451410966,2,10.48183001,62.56639832,maize
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,12.02436514,2,7.025473919,9.636454276,437.6674881,9.090438413,1,5.136479449,1.472284351,maize
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,10.82566771,2,11.59372881,15.77052003,360.1340385,8.290345463,1,8.441099099,32.11604557,maize
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,10.31015108,3,5.321100794,12.3311079,393.3839594,7.908178585,2,12.315469,68.69956435,maize
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,25.9949388,2,7.929225231,6.930290325,391.6898361,5.89207343,6,5.472700147,72.31552202,maize
60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,16.11860233,2,9.354922882,5.655700626,390.8242423,9.110038221,3,7.909937166,15.7257541,maize
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,16.1814756,2,7.139734067,15.37759481,380.3692119,7.406696247,2,8.957046138,97.08582628,maize
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,15.50971961,3,5.693955811,11.44069074,403.2726883,9.441555379,4,13.5915202,38.86997023,maize
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,25.40648231,2,5.421761268,13.95379633,422.9332074,7.539780824,1,14.5286641,33.13221992,maize
98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,22.69190531,1,7.985708925,5.310167614,431.1193254,6.160676197,1,19.93266307,53.36238643,maize
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,28.78459201,3,10.55004741,10.82320772,449.6986956,1.54582547,5,12.70887706,37.19198005,maize
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,14.69504496,3,8.677477728,12.64711527,428.6027602,9.333546192,3,7.805512641,76.31931037,maize
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,17.6264287,2,10.16616221,6.967887725,366.4128541,8.579635315,4,7.044954448,0.561421019,maize
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,25.58405607,3,8.843296434,3.353474748,424.6763097,3.747302982,2,9.304912978,0.038103338,maize
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,24.39528013,1,5.585151225,12.19361382,397.4477448,1.133353992,3,7.484177608,20.80161742,maize
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,22.42338642,1,11.8403312,7.247076082,420.9445595,1.402528083,1,12.51676696,57.08770913,maize
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,14.48966526,1,10.19123093,6.263832316,437.9304509,3.178371541,1,6.179459217,27.91645472,maize
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,21.2604145,3,7.077418011,18.38791522,444.7979525,4.640238747,2,14.25565105,8.67008252,maize
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,25.00861028,1,8.50813317,11.60552382,417.0069817,4.610375789,1,14.8989923,79.47041444,maize
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,27.45962738,1,7.886227116,10.12515364,393.7830109,9.254137837,5,18.84619636,55.00597879,maize
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,28.43589067,2,5.280586264,11.56801353,411.3180857,1.662285212,1,10.16168303,99.89974644,maize
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,25.40556138,1,9.201812197,17.26621287,352.7645761,4.56764004,6,15.44392518,35.86732171,maize
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,28.44376992,2,10.10600991,18.90717371,354.6669245,1.957987265,2,10.69041089,62.75573114,maize
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,17.17708781,3,5.8174623,8.715019816,430.724221,5.375129377,5,17.84344301,99.87193498,maize
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,20.86003941,2,9.470855172,13.71894693,385.2710083,3.246225076,5,16.15676622,52.33152627,maize
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,20.17302945,1,5.311372445,2.148343142,387.5190857,3.814075767,5,15.98433226,11.17464954,maize
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,27.24057149,1,10.28180388,17.99456688,422.4579099,4.42848842,3,16.04239814,18.97444432,maize
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,25.75189006,1,5.097418919,14.51739234,429.3851954,7.232329331,5,17.830242,20.01839654,maize
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,14.63380587,3,9.954512638,3.175390523,421.1541811,1.21350705,6,11.7798008,11.56682925,maize
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,18.41980355,2,10.19609968,14.58083481,395.0214147,4.517637344,1,18.44033846,40.46034151,maize
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,11.81309399,2,6.036377526,10.23540314,412.9796765,4.246367203,3,6.752577797,74.16172433,maize
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,20.04085224,3,9.795782083,3.486653635,361.7889226,1.946336142,3,12.64764755,10.36441209,maize
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,18.10490215,1,8.233334953,3.138300671,436.4542997,8.915273024,6,12.35777406,14.658271,maize
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,29.26467352,3,11.72332799,1.311725496,370.4720044,8.769848379,3,17.65818883,50.94086545,maize
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,19.33172556,1,8.041045784,19.15137594,390.852391,9.406392646,3,14.08090779,18.22983798,maize
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,16.3011147,2,10.95872036,17.95663202,363.026758,2.006958576,3,6.353349426,78.09352144,maize
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,15.48119602,3,7.95841554,3.343960821,421.3026168,3.909939612,3,15.24964978,98.67892996,maize
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,26.57091351,3,5.187140972,6.686084,377.5855723,8.673550763,5,6.289926998,83.34257057,maize
73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,15.55441258,2,7.663928218,14.59940131,448.0666473,2.183508104,3,7.028913355,81.54280711,maize
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,15.74570394,3,8.523533078,15.55250412,369.1809943,2.869835784,1,11.4926219,16.63956422,maize
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,17.36397118,1,8.128524498,6.881733232,386.2676118,9.324581466,6,17.79699294,24.09882563,maize
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,16.24721556,1,8.592736669,19.14323711,426.647776,7.534033871,4,8.191553412,39.94142728,maize
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,18.87323059,2,6.748551127,17.67573775,403.7226708,9.308117936,4,5.694703592,70.61923113,maize
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,24.7797316,2,11.12215985,14.85995298,366.9931265,8.784357099,1,12.02126802,47.3621857,maize
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,15.79416858,3,6.683881118,3.954434061,435.568206,8.371270673,4,19.81071877,62.30045967,maize
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,15.11954628,2,8.456038633,4.804740482,424.6786166,4.043798907,4,11.71694676,51.11855813,maize
